source,target,sw
38759,13760,6058
38759,14457,6051
38759,13944,6002
38759,27418,5956
38759,14177,5950
38759,14078,5957
38759,27364,5928
38759,14433,5911
38759,14553,5917
38759,26979,5881
38759,14274,5818
38759,14517,5796
38759,27053,5735
38759,14254,5704
38759,27206,5655
38759,14270,5648
38759,27249,5616
38759,27239,5580
38759,14681,5578
38759,14173,5572
38759,13971,5545
38759,27250,5527
38759,13954,5381
38759,27303,5325
38759,14285,5296
38759,14028,5152
38759,14006,5151
38759,27049,4982
38759,14498,4976
38759,27190,4865
38759,27285,4793
38759,14072,4770
38759,14051,4764
38759,14020,4577
38759,13955,4443
38759,27291,4429
38759,27262,4430
38759,27403,4406
38759,14377,4381
38759,14511,4356
38759,27072,4337
38759,27402,4358
27312,38790,8906
27312,38753,8893
27312,38768,8865
27312,25951,8905
27312,38762,8897
27312,38778,8877
27312,27904,8900
27312,38748,8871
27312,38769,8865
27312,27318,8860
27312,38781,8882
27312,38756,8883
27312,17742,8879
27312,27316,8894
27312,14138,8879
27312,14147,8876
27312,14137,8863
27312,2623,8848
27312,31738,8873
27312,27356,8857
27312,27300,8862
27312,27357,8859
27312,27324,8855
27312,14130,8853
27312,14207,8840
27312,14133,8829
27312,14164,8831
27312,38751,8820
27312,14156,8812
27312,14123,8819
27312,14153,8815
27312,13880,8812
27312,14134,8814
27312,13950,8795
27312,27225,8804
27312,27345,8791
27312,14233,8792
27312,27310,8784
27312,14113,8770
27312,14472,8703
27312,14114,8664
27312,14132,8552
27312,38783,8197
27312,27361,8218
27312,14104,8145
27312,14047,7727
27312,14473,7684
27312,38776,7629
27312,27381,7619
27312,14106,7603
27312,27344,7505
27312,27330,7304
27312,27040,7231
27312,14518,7188
27312,27255,7143
27312,27238,6990
27312,14234,6968
27312,14210,6736
27312,14175,6623
27312,27221,6578
27312,14235,6386
27312,14040,6223
27312,14431,6222
27312,27302,6100
27312,14196,6109
27312,14247,6086
27312,27232,6126
27312,27286,6092
27312,27417,6081
27312,14019,6087
27312,14458,6078
27312,13760,6065
27312,14457,6060
27312,13944,5999
27312,27418,5961
27312,14177,5925
27312,14078,5961
27312,27364,5937
27312,14433,5916
27312,14553,5918
27312,26979,5888
27312,14274,5820
27312,14517,5807
27312,27053,5738
27312,14254,5709
27312,27206,5662
27312,14270,5663
27312,27249,5617
27312,27239,5585
27312,14681,5589
27312,14173,5573
27312,13971,5542
27312,27250,5530
27312,13954,5384
27312,27303,5323
27312,14285,5301
27312,14028,5159
27312,14006,5160
27312,27049,4985
27312,14498,4981
27312,27190,4876
27312,27285,4795
27312,14072,4773
27312,14051,4773
27312,14020,4561
27312,13955,4444
27312,27291,4432
27312,27262,4432
27312,27403,4387
27312,14377,4383
27312,14511,4346
27312,27072,4341
27312,27402,4358
38790,38753,8916
38790,38768,8888
38790,25951,8906
38790,38762,8907
38790,38778,8899
38790,27904,8882
38790,38748,8895
38790,38769,8890
38790,27318,8883
38790,38781,8891
38790,38756,8892
38790,17742,8879
38790,27316,8888
38790,14138,8873
38790,14147,8870
38790,14137,8872
38790,2623,8871
38790,31738,8871
38790,27356,8872
38790,27300,8856
38790,27357,8859
38790,27324,8855
38790,14130,8851
38790,14207,8840
38790,14133,8829
38790,14164,8829
38790,38751,8820
38790,14156,8810
38790,14123,8817
38790,14153,8811
38790,13880,8808
38790,14134,8808
38790,13950,8795
38790,27225,8802
38790,27345,8793
38790,14233,8784
38790,27310,8784
38790,14113,8763
38790,14472,8699
38790,14114,8656
38790,14132,8555
38790,38783,8220
38790,27361,8216
38790,14104,8152
38790,14047,7721
38790,14473,7682
38790,38776,7646
38790,27381,7615
38790,14106,7599
38790,27344,7501
38790,27330,7302
38790,27040,7223
38790,14518,7186
38790,27255,7141
38790,27238,6982
38790,14234,6956
38790,14210,6724
38790,14175,6627
38790,27221,6576
38790,14235,6382
38790,14040,6217
38790,14431,6216
38790,27302,6121
38790,14196,6134
38790,14247,6106
38790,27232,6122
38790,27286,6092
38790,27417,6077
38790,14019,6081
38790,14458,6080
38790,13760,6065
38790,14457,6054
38790,13944,6005
38790,27418,5959
38790,14177,5942
38790,14078,5957
38790,27364,5935
38790,14433,5916
38790,14553,5918
38790,26979,5880
38790,14274,5825
38790,14517,5803
38790,27053,5732
38790,14254,5705
38790,27206,5660
38790,14270,5657
38790,27249,5617
38790,27239,5579
38790,14681,5583
38790,14173,5569
38790,13971,5540
38790,27250,5526
38790,13954,5376
38790,27303,5326
38790,14285,5301
38790,14028,5157
38790,14006,5152
38790,27049,4985
38790,14498,4985
38790,27190,4870
38790,27285,4795
38790,14072,4767
38790,14051,4769
38790,14020,4573
38790,13955,4442
38790,27291,4424
38790,27262,4428
38790,27403,4406
38790,14377,4389
38790,14511,4360
38790,27072,4341
38790,27402,4356
38753,38768,8891
38753,25951,8901
38753,38762,8898
38753,38778,8903
38753,27904,8881
38753,38748,8893
38753,38769,8895
38753,27318,8886
38753,38781,8893
38753,38756,8896
38753,17742,8883
38753,27316,8890
38753,14138,8875
38753,14147,8872
38753,14137,8874
38753,2623,8882
38753,31738,8873
38753,27356,8872
38753,27300,8860
38753,27357,8863
38753,27324,8857
38753,14130,8851
38753,14207,8840
38753,14133,8827
38753,14164,8833
38753,38751,8824
38753,14156,8814
38753,14123,8823
38753,14153,8817
38753,13880,8812
38753,14134,8812
38753,13950,8799
38753,27225,8806
38753,27345,8793
38753,14233,8786
38753,27310,8786
38753,14113,8768
38753,14472,8703
38753,14114,8660
38753,14132,8555
38753,38783,8225
38753,27361,8218
38753,14104,8154
38753,14047,7725
38753,14473,7684
38753,38776,7651
38753,27381,7619
38753,14106,7605
38753,27344,7505
38753,27330,7306
38753,27040,7229
38753,14518,7190
38753,27255,7139
38753,27238,6986
38753,14234,6962
38753,14210,6730
38753,14175,6623
38753,27221,6578
38753,14235,6384
38753,14040,6221
38753,14431,6218
38753,27302,6122
38753,14196,6135
38753,14247,6105
38753,27232,6128
38753,27286,6090
38753,27417,6077
38753,14019,6083
38753,14458,6078
38753,13760,6065
38753,14457,6054
38753,13944,6003
38753,27418,5965
38753,14177,5943
38753,14078,5959
38753,27364,5935
38753,14433,5916
38753,14553,5918
38753,26979,5882
38753,14274,5823
38753,14517,5803
38753,27053,5734
38753,14254,5711
38753,27206,5660
38753,14270,5655
38753,27249,5619
38753,27239,5585
38753,14681,5584
38753,14173,5571
38753,13971,5543
38753,27250,5530
38753,13954,5380
38753,27303,5324
38753,14285,5303
38753,14028,5159
38753,14006,5154
38753,27049,4985
38753,14498,4981
38753,27190,4870
38753,27285,4795
38753,14072,4771
38753,14051,4771
38753,14020,4571
38753,13955,4448
38753,27291,4428
38753,27262,4426
38753,27403,4402
38753,14377,4383
38753,14511,4358
38753,27072,4339
38753,27402,4354
38768,25951,8877
38768,38762,8878
38768,38778,8879
38768,27904,8853
38768,38748,8873
38768,38769,8875
38768,27318,8871
38768,38781,8873
38768,38756,8870
38768,17742,8857
38768,27316,8862
38768,14138,8849
38768,14147,8852
38768,14137,8856
38768,2623,8854
38768,31738,8857
38768,27356,8850
38768,27300,8838
38768,27357,8837
38768,27324,8833
38768,14130,8831
38768,14207,8816
38768,14133,8809
38768,14164,8807
38768,38751,8802
38768,14156,8792
38768,14123,8799
38768,14153,8793
38768,13880,8788
38768,14134,8792
38768,13950,8777
38768,27225,8780
38768,27345,8767
38768,14233,8764
38768,27310,8762
38768,14113,8750
38768,14472,8679
38768,14114,8634
38768,14132,8535
38768,38783,8206
38768,27361,8198
38768,14104,8132
38768,14047,7709
38768,14473,7664
38768,38776,7638
38768,27381,7599
38768,14106,7579
38768,27344,7481
38768,27330,7284
38768,27040,7203
38768,14518,7168
38768,27255,7125
38768,27238,6968
38768,14234,6938
38768,14210,6710
38768,14175,6599
38768,27221,6550
38768,14235,6364
38768,14040,6203
38768,14431,6196
38768,27302,6105
38768,14196,6118
38768,14247,6086
38768,27232,6102
38768,27286,6068
38768,27417,6053
38768,14019,6053
38768,14458,6050
38768,13760,6037
38768,14457,6026
38768,13944,5981
38768,27418,5937
38768,14177,5932
38768,14078,5937
38768,27364,5907
38768,14433,5896
38768,14553,5890
38768,26979,5860
38768,14274,5803
38768,14517,5775
38768,27053,5710
38768,14254,5683
38768,27206,5636
38768,14270,5631
38768,27249,5593
38768,27239,5559
38768,14681,5559
38768,14173,5549
38768,13971,5548
38768,27250,5508
38768,13954,5382
38768,27303,5299
38768,14285,5281
38768,14028,5137
38768,14006,5132
38768,27049,4963
38768,14498,4959
38768,27190,4848
38768,27285,4771
38768,14072,4743
38768,14051,4747
38768,14020,4545
38768,13955,4448
38768,27291,4404
38768,27262,4402
38768,27403,4380
38768,14377,4355
38768,14511,4330
38768,27072,4315
38768,27402,4326
25951,38762,8908
25951,38778,8891
25951,27904,8889
25951,38748,8883
25951,38769,8873
25951,27318,8866
25951,38781,8893
25951,38756,8893
25951,17742,8879
25951,27316,8884
25951,14138,8871
25951,14147,8874
25951,14137,8874
25951,2623,8856
25951,31738,8873
25951,27356,8865
25951,27300,8860
25951,27357,8857
25951,27324,8853
25951,14130,8847
25951,14207,8836
25951,14133,8829
25951,14164,8829
25951,38751,8822
25951,14156,8812
25951,14123,8819
25951,14153,8813
25951,13880,8812
25951,14134,8810
25951,13950,8791
25951,27225,8804
25951,27345,8789
25951,14233,8788
25951,27310,8782
25951,14113,8766
25951,14472,8697
25951,14114,8654
25951,14132,8553
25951,38783,8203
25951,27361,8218
25951,14104,8156
25951,14047,7725
25951,14473,7686
25951,38776,7633
25951,27381,7617
25951,14106,7597
25951,27344,7501
25951,27330,7308
25951,27040,7227
25951,14518,7186
25951,27255,7139
25951,27238,6986
25951,14234,6960
25951,14210,6732
25951,14175,6623
25951,27221,6576
25951,14235,6388
25951,14040,6223
25951,14431,6220
25951,27302,6108
25951,14196,6123
25951,14247,6087
25951,27232,6130
25951,27286,6092
25951,27417,6077
25951,14019,6077
25951,14458,6074
25951,13760,6061
25951,14457,6050
25951,13944,6009
25951,27418,5963
25951,14177,5929
25951,14078,5963
25951,27364,5931
25951,14433,5916
25951,14553,5914
25951,26979,5882
25951,14274,5825
25951,14517,5800
25951,27053,5736
25951,14254,5709
25951,27206,5662
25951,14270,5657
25951,27249,5617
25951,27239,5583
25951,14681,5583
25951,14173,5573
25951,13971,5546
25951,27250,5530
25951,13954,5384
25951,27303,5322
25951,14285,5301
25951,14028,5161
25951,14006,5154
25951,27049,4987
25951,14498,4983
25951,27190,4874
25951,27285,4795
25951,14072,4771
25951,14051,4773
25951,14020,4565
25951,13955,4446
25951,27291,4432
25951,27262,4426
25951,27403,4393
25951,14377,4377
25951,14511,4352
25951,27072,4337
25951,27402,4348
38762,38778,8886
38762,27904,8881
38762,38748,8880
38762,38769,8870
38762,27318,8863
38762,38781,8895
38762,38756,8886
38762,17742,8877
38762,27316,8884
38762,14138,8869
38762,14147,8870
38762,14137,8874
38762,2623,8855
38762,31738,8871
38762,27356,8864
38762,27300,8854
38762,27357,8859
38762,27324,8851
38762,14130,8845
38762,14207,8836
38762,14133,8825
38762,14164,8826
38762,38751,8824
38762,14156,8812
38762,14123,8819
38762,14153,8813
38762,13880,8804
38762,14134,8812
38762,13950,8791
38762,27225,8800
38762,27345,8787
38762,14233,8784
38762,27310,8780
38762,14113,8764
38762,14472,8697
38762,14114,8656
38762,14132,8557
38762,38783,8202
38762,27361,8216
38762,14104,8152
38762,14047,7723
38762,14473,7684
38762,38776,7630
38762,27381,7615
38762,14106,7595
38762,27344,7499
38762,27330,7304
38762,27040,7227
38762,14518,7186
38762,27255,7141
38762,27238,6986
38762,14234,6962
38762,14210,6730
38762,14175,6617
38762,27221,6572
38762,14235,6386
38762,14040,6225
38762,14431,6222
38762,27302,6105
38762,14196,6114
38762,14247,6080
38762,27232,6126
38762,27286,6088
38762,27417,6071
38762,14019,6072
38762,14458,6070
38762,13760,6057
38762,14457,6046
38762,13944,5998
38762,27418,5961
38762,14177,5924
38762,14078,5959
38762,27364,5925
38762,14433,5914
38762,14553,5910
38762,26979,5878
38762,14274,5821
38762,14517,5795
38762,27053,5736
38762,14254,5711
38762,27206,5656
38762,14270,5653
38762,27249,5619
38762,27239,5581
38762,14681,5577
38762,14173,5571
38762,13971,5546
38762,27250,5532
38762,13954,5380
38762,27303,5318
38762,14285,5297
38762,14028,5155
38762,14006,5150
38762,27049,4981
38762,14498,4977
38762,27190,4866
38762,27285,4791
38762,14072,4771
38762,14051,4765
38762,14020,4558
38762,13955,4446
38762,27291,4426
38762,27262,4420
38762,27403,4390
38762,14377,4375
38762,14511,4347
38762,27072,4337
38762,27402,4346
38778,27904,8865
38778,38748,8895
38778,38769,8891
38778,27318,8882
38778,38781,8896
38778,38756,8896
38778,17742,8876
38778,27316,8870
38778,14138,8857
38778,14147,8873
38778,14137,8880
38778,2623,8874
38778,31738,8877
38778,27356,8874
38778,27300,8864
38778,27357,8865
38778,27324,8856
38778,14130,8855
38778,14207,8842
38778,14133,8831
38778,14164,8833
38778,38751,8828
38778,14156,8818
38778,14123,8829
38778,14153,8819
38778,13880,8812
38778,14134,8820
38778,13950,8795
38778,27225,8806
38778,27345,8797
38778,14233,8790
38778,27310,8790
38778,14113,8772
38778,14472,8707
38778,14114,8664
38778,14132,8557
38778,38783,8221
38778,27361,8226
38778,14104,8158
38778,14047,7731
38778,14473,7690
38778,38776,7645
38778,27381,7625
38778,14106,7601
38778,27344,7509
38778,27330,7312
38778,27040,7227
38778,14518,7188
38778,27255,7143
38778,27238,6992
38778,14234,6964
38778,14210,6736
38778,14175,6623
38778,27221,6580
38778,14235,6390
38778,14040,6227
38778,14431,6226
38778,27302,6122
38778,14196,6133
38778,14247,6101
38778,27232,6132
38778,27286,6094
38778,27417,6079
38778,14019,6079
38778,14458,6076
38778,13760,6063
38778,14457,6056
38778,13944,6005
38778,27418,5965
38778,14177,5941
38778,14078,5965
38778,27364,5933
38778,14433,5920
38778,14553,5922
38778,26979,5886
38778,14274,5827
38778,14517,5803
38778,27053,5740
38778,14254,5713
38778,27206,5662
38778,14270,5663
38778,27249,5623
38778,27239,5587
38778,14681,5589
38778,14173,5577
38778,13971,5540
38778,27250,5532
38778,13954,5384
38778,27303,5324
38778,14285,5303
38778,14028,5165
38778,14006,5158
38778,27049,4991
38778,14498,4985
38778,27190,4872
38778,27285,4799
38778,14072,4773
38778,14051,4773
38778,14020,4571
38778,13955,4450
38778,27291,4432
38778,27262,4424
38778,27403,4406
38778,14377,4381
38778,14511,4356
38778,27072,4341
38778,27402,4352
27904,38748,8857
27904,38769,8855
27904,27318,8842
27904,38781,8868
27904,38756,8865
27904,17742,8864
27904,27316,8887
27904,14138,8875
27904,14147,8872
27904,14137,8849
27904,2623,8834
27904,31738,8855
27904,27356,8841
27904,27300,8857
27904,27357,8843
27904,27324,8853
27904,14130,8841
27904,14207,8822
27904,14133,8827
27904,14164,8827
27904,38751,8816
27904,14156,8808
27904,14123,8815
27904,14153,8813
27904,13880,8806
27904,14134,8812
27904,13950,8793
27904,27225,8802
27904,27345,8791
27904,14233,8784
27904,27310,8782
27904,14113,8762
27904,14472,8699
27904,14114,8662
27904,14132,8538
27904,38783,8181
27904,27361,8212
27904,14104,8127
27904,14047,7731
27904,14473,7684
27904,38776,7611
27904,27381,7617
27904,14106,7595
27904,27344,7503
27904,27330,7308
27904,27040,7229
27904,14518,7184
27904,27255,7143
27904,27238,6994
27904,14234,6968
27904,14210,6734
27904,14175,6617
27904,27221,6578
27904,14235,6388
27904,14040,6221
27904,14431,6226
27904,27302,6082
27904,14196,6089
27904,14247,6063
27904,27232,6126
27904,27286,6075
27904,27417,6077
27904,14019,6079
27904,14458,6074
27904,13760,6057
27904,14457,6050
27904,13944,5977
27904,27418,5961
27904,14177,5901
27904,14078,5961
27904,27364,5927
27904,14433,5910
27904,14553,5912
27904,26979,5878
27904,14274,5798
27904,14517,5799
27904,27053,5738
27904,14254,5711
27904,27206,5652
27904,14270,5651
27904,27249,5617
27904,27239,5585
27904,14681,5579
27904,14173,5573
27904,13971,5544
27904,27250,5532
27904,13954,5384
27904,27303,5301
27904,14285,5293
27904,14028,5155
27904,14006,5154
27904,27049,4981
27904,14498,4977
27904,27190,4866
27904,27285,4781
27904,14072,4771
27904,14051,4767
27904,14020,4539
27904,13955,4450
27904,27291,4430
27904,27262,4410
27904,27403,4365
27904,14377,4362
27904,14511,4322
27904,27072,4331
27904,27402,4348
38748,38769,8885
38748,27318,8878
38748,38781,8890
38748,38756,8888
38748,17742,8870
38748,27316,8864
38748,14138,8851
38748,14147,8863
38748,14137,8876
38748,2623,8870
38748,31738,8875
38748,27356,8870
38748,27300,8860
38748,27357,8861
38748,27324,8853
38748,14130,8851
38748,14207,8840
38748,14133,8831
38748,14164,8831
38748,38751,8824
38748,14156,8816
38748,14123,8825
38748,14153,8819
38748,13880,8810
38748,14134,8816
38748,13950,8795
38748,27225,8804
38748,27345,8793
38748,14233,8790
38748,27310,8786
38748,14113,8770
38748,14472,8701
38748,14114,8660
38748,14132,8555
38748,38783,8217
38748,27361,8224
38748,14104,8158
38748,14047,7731
38748,14473,7692
38748,38776,7643
38748,27381,7623
38748,14106,7599
38748,27344,7505
38748,27330,7306
38748,27040,7227
38748,14518,7192
38748,27255,7143
38748,27238,6992
38748,14234,6966
38748,14210,6734
38748,14175,6623
38748,27221,6576
38748,14235,6392
38748,14040,6225
38748,14431,6222
38748,27302,6118
38748,14196,6131
38748,14247,6097
38748,27232,6128
38748,27286,6092
38748,27417,6077
38748,14019,6079
38748,14458,6078
38748,13760,6063
38748,14457,6052
38748,13944,6005
38748,27418,5961
38748,14177,5941
38748,14078,5961
38748,27364,5931
38748,14433,5918
38748,14553,5916
38748,26979,5883
38748,14274,5825
38748,14517,5801
38748,27053,5736
38748,14254,5709
38748,27206,5662
38748,14270,5659
38748,27249,5619
38748,27239,5585
38748,14681,5583
38748,14173,5575
38748,13971,5532
38748,27250,5530
38748,13954,5382
38748,27303,5322
38748,14285,5303
38748,14028,5163
38748,14006,5156
38748,27049,4991
38748,14498,4987
38748,27190,4874
38748,27285,4795
38748,14072,4769
38748,14051,4775
38748,14020,4569
38748,13955,4448
38748,27291,4428
38748,27262,4424
38748,27403,4404
38748,14377,4379
38748,14511,4356
38748,27072,4339
38748,27402,4350
38769,27318,8896
38769,38781,8882
38769,38756,8882
38769,17742,8862
38769,27316,8862
38769,14138,8849
38769,14147,8855
38769,14137,8876
38769,2623,8880
38769,31738,8871
38769,27356,8876
38769,27300,8854
38769,27357,8865
38769,27324,8859
38769,14130,8857
38769,14207,8846
38769,14133,8831
38769,14164,8839
38769,38751,8825
38769,14156,8810
38769,14123,8827
38769,14153,8821
38769,13880,8818
38769,14134,8816
38769,13950,8793
38769,27225,8810
38769,27345,8797
38769,14233,8790
38769,27310,8782
38769,14113,8770
38769,14472,8708
38769,14114,8664
38769,14132,8561
38769,38783,8231
38769,27361,8222
38769,14104,8158
38769,14047,7729
38769,14473,7688
38769,38776,7657
38769,27381,7621
38769,14106,7607
38769,27344,7511
38769,27330,7310
38769,27040,7233
38769,14518,7192
38769,27255,7145
38769,27238,6992
38769,14234,6959
38769,14210,6738
38769,14175,6633
38769,27221,6578
38769,14235,6390
38769,14040,6225
38769,14431,6222
38769,27302,6128
38769,14196,6141
38769,14247,6113
38769,27232,6130
38769,27286,6095
38769,27417,6083
38769,14019,6085
38769,14458,6082
38769,13760,6069
38769,14457,6060
38769,13944,6007
38769,27418,5965
38769,14177,5951
38769,14078,5963
38769,27364,5941
38769,14433,5920
38769,14553,5926
38769,26979,5884
38769,14274,5827
38769,14517,5807
38769,27053,5738
38769,14254,5713
38769,27206,5664
38769,14270,5661
38769,27249,5621
38769,27239,5585
38769,14681,5591
38769,14173,5579
38769,13971,5526
38769,27250,5536
38769,13954,5384
38769,27303,5330
38769,14285,5307
38769,14028,5163
38769,14006,5160
38769,27049,4989
38769,14498,4985
38769,27190,4874
38769,27285,4799
38769,14072,4775
38769,14051,4773
38769,14020,4575
38769,13955,4446
38769,27291,4434
38769,27262,4428
38769,27403,4408
38769,14377,4385
38769,14511,4362
38769,27072,4343
38769,27402,4358
27318,38781,8875
27318,38756,8878
27318,17742,8855
27318,27316,8853
27318,14138,8838
27318,14147,8844
27318,14137,8875
27318,2623,8880
27318,31738,8864
27318,27356,8876
27318,27300,8845
27318,27357,8869
27318,27324,8850
27318,14130,8861
27318,14207,8846
27318,14133,8827
27318,14164,8837
27318,38751,8818
27318,14156,8799
27318,14123,8819
27318,14153,8819
27318,13880,8816
27318,14134,8816
27318,13950,8786
27318,27225,8810
27318,27345,8797
27318,14233,8792
27318,27310,8775
27318,14113,8770
27318,14472,8699
27318,14114,8664
27318,14132,8561
27318,38783,8238
27318,27361,8224
27318,14104,8158
27318,14047,7729
27318,14473,7688
27318,38776,7664
27318,27381,7621
27318,14106,7605
27318,27344,7513
27318,27330,7313
27318,27040,7229
27318,14518,7192
27318,27255,7147
27318,27238,6990
27318,14234,6954
27318,14210,6736
27318,14175,6629
27318,27221,6571
27318,14235,6388
27318,14040,6225
27318,14431,6222
27318,27302,6133
27318,14196,6146
27318,14247,6120
27318,27232,6130
27318,27286,6092
27318,27417,6077
27318,14019,6081
27318,14458,6078
27318,13760,6065
27318,14457,6056
27318,13944,6005
27318,27418,5963
27318,14177,5957
27318,14078,5963
27318,27364,5937
27318,14433,5918
27318,14553,5920
27318,26979,5882
27318,14274,5829
27318,14517,5805
27318,27053,5736
27318,14254,5713
27318,27206,5662
27318,14270,5657
27318,27249,5625
27318,27239,5589
27318,14681,5587
27318,14173,5577
27318,13971,5519
27318,27250,5536
27318,13954,5382
27318,27303,5326
27318,14285,5301
27318,14028,5161
27318,14006,5156
27318,27049,4989
27318,14498,4983
27318,27190,4876
27318,27285,4795
27318,14072,4771
27318,14051,4775
27318,14020,4573
27318,13955,4448
27318,27291,4432
27318,27262,4428
27318,27403,4404
27318,14377,4383
27318,14511,4360
27318,27072,4339
27318,27402,4354
38781,38756,8908
38781,17742,8879
38781,27316,8875
38781,14138,8864
38781,14147,8874
38781,14137,8882
38781,2623,8863
38781,31738,8881
38781,27356,8872
38781,27300,8864
38781,27357,8865
38781,27324,8859
38781,14130,8857
38781,14207,8844
38781,14133,8833
38781,14164,8835
38781,38751,8828
38781,14156,8822
38781,14123,8827
38781,14153,8823
38781,13880,8814
38781,14134,8818
38781,13950,8801
38781,27225,8808
38781,27345,8795
38781,14233,8796
38781,27310,8788
38781,14113,8774
38781,14472,8705
38781,14114,8662
38781,14132,8561
38781,38783,8210
38781,27361,8222
38781,14104,8160
38781,14047,7731
38781,14473,7690
38781,38776,7638
38781,27381,7623
38781,14106,7607
38781,27344,7505
38781,27330,7312
38781,27040,7233
38781,14518,7194
38781,27255,7145
38781,27238,6992
38781,14234,6964
38781,14210,6734
38781,14175,6626
38781,27221,6576
38781,14235,6390
38781,14040,6225
38781,14431,6222
38781,27302,6115
38781,14196,6126
38781,14247,6092
38781,27232,6130
38781,27286,6098
38781,27417,6083
38781,14019,6083
38781,14458,6080
38781,13760,6067
38781,14457,6056
38781,13944,6010
38781,27418,5963
38781,14177,5934
38781,14078,5963
38781,27364,5937
38781,14433,5922
38781,14553,5920
38781,26979,5888
38781,14274,5831
38781,14517,5805
38781,27053,5738
38781,14254,5713
38781,27206,5666
38781,14270,5661
38781,27249,5619
38781,27239,5587
38781,14681,5585
38781,14173,5575
38781,13971,5543
38781,27250,5532
38781,13954,5382
38781,27303,5332
38781,14285,5309
38781,14028,5165
38781,14006,5158
38781,27049,4993
38781,14498,4987
38781,27190,4876
38781,27285,4801
38781,14072,4773
38781,14051,4775
38781,14020,4572
38781,13955,4446
38781,27291,4432
38781,27262,4428
38781,27403,4400
38781,14377,4385
38781,14511,4359
38781,27072,4345
38781,27402,4356
38756,17742,8878
38756,27316,8874
38756,14138,8861
38756,14147,8867
38756,14137,8878
38756,2623,8867
38756,31738,8877
38756,27356,8876
38756,27300,8866
38756,27357,8867
38756,27324,8861
38756,14130,8857
38756,14207,8846
38756,14133,8829
38756,14164,8837
38756,38751,8824
38756,14156,8816
38756,14123,8823
38756,14153,8819
38756,13880,8816
38756,14134,8816
38756,13950,8799
38756,27225,8811
38756,27345,8802
38756,14233,8790
38756,27310,8790
38756,14113,8770
38756,14472,8705
38756,14114,8664
38756,14132,8561
38756,38783,8214
38756,27361,8224
38756,14104,8160
38756,14047,7731
38756,14473,7688
38756,38776,7644
38756,27381,7621
38756,14106,7605
38756,27344,7509
38756,27330,7310
38756,27040,7229
38756,14518,7190
38756,27255,7143
38756,27238,6994
38756,14234,6966
38756,14210,6736
38756,14175,6631
38756,27221,6578
38756,14235,6392
38756,14040,6229
38756,14431,6226
38756,27302,6113
38756,14196,6124
38756,14247,6096
38756,27232,6140
38756,27286,6094
38756,27417,6079
38756,14019,6083
38756,14458,6080
38756,13760,6067
38756,14457,6056
38756,13944,6007
38756,27418,5967
38756,14177,5936
38756,14078,5967
38756,27364,5938
38756,14433,5918
38756,14553,5920
38756,26979,5884
38756,14274,5829
38756,14517,5805
38756,27053,5740
38756,14254,5715
38756,27206,5662
38756,14270,5657
38756,27249,5623
38756,27239,5587
38756,14681,5587
38756,14173,5579
38756,13971,5542
38756,27250,5536
38756,13954,5386
38756,27303,5332
38756,14285,5303
38756,14028,5161
38756,14006,5156
38756,27049,4987
38756,14498,4983
38756,27190,4872
38756,27285,4799
38756,14072,4777
38756,14051,4773
38756,14020,4570
38756,13955,4450
38756,27291,4434
38756,27262,4428
38756,27403,4396
38756,14377,4383
38756,14511,4359
38756,27072,4339
38756,27402,4354
17742,27316,8873
17742,14138,8860
17742,14147,8866
17742,14137,8860
17742,2623,8845
17742,31738,8864
17742,27356,8854
17742,27300,8854
17742,27357,8854
17742,27324,8851
17742,14130,8847
17742,14207,8829
17742,14133,8821
17742,14164,8827
17742,38751,8816
17742,14156,8810
17742,14123,8815
17742,14153,8811
17742,13880,8806
17742,14134,8806
17742,13950,8791
17742,27225,8802
17742,27345,8789
17742,14233,8780
17742,27310,8780
17742,14113,8760
17742,14472,8697
17742,14114,8654
17742,14132,8551
17742,38783,8196
17742,27361,8212
17742,14104,8140
17742,14047,7719
17742,14473,7678
17742,38776,7622
17742,27381,7611
17742,14106,7601
17742,27344,7499
17742,27330,7300
17742,27040,7223
17742,14518,7184
17742,27255,7139
17742,27238,6984
17742,14234,6956
17742,14210,6726
17742,14175,6621
17742,27221,6570
17742,14235,6384
17742,14040,6217
17742,14431,6214
17742,27302,6093
17742,14196,6106
17742,14247,6076
17742,27232,6124
17742,27286,6088
17742,27417,6073
17742,14019,6077
17742,14458,6074
17742,13760,6061
17742,14457,6050
17742,13944,5990
17742,27418,5957
17742,14177,5914
17742,14078,5957
17742,27364,5931
17742,14433,5912
17742,14553,5914
17742,26979,5876
17742,14274,5817
17742,14517,5799
17742,27053,5730
17742,14254,5707
17742,27206,5656
17742,14270,5653
17742,27249,5617
17742,27239,5579
17742,14681,5579
17742,14173,5569
17742,13971,5541
17742,27250,5526
17742,13954,5376
17742,27303,5316
17742,14285,5299
17742,14028,5155
17742,14006,5152
17742,27049,4981
17742,14498,4977
17742,27190,4866
17742,27285,4797
17742,14072,4771
17742,14051,4767
17742,14020,4558
17742,13955,4444
17742,27291,4428
17742,27262,4426
17742,27403,4382
17742,14377,4382
17742,14511,4345
17742,27072,4339
17742,27402,4354
27316,14138,8883
27316,14147,8880
27316,14137,8858
27316,2623,8845
27316,31738,8868
27316,27356,8852
27316,27300,8864
27316,27357,8852
27316,27324,8857
27316,14130,8848
27316,14207,8829
27316,14133,8831
27316,14164,8833
27316,38751,8826
27316,14156,8816
27316,14123,8822
27316,14153,8815
27316,13880,8814
27316,14134,8822
27316,13950,8799
27316,27225,8808
